Task ID,Created At,Completed At,Last Modified,Name,Assignee,Due Date,Tags,Notes,Projects,Parent Task
35155008024616,2015-05-20,2015-06-09,2015-06-09,"new dropdown ""This is a subgroup of"" - - dropdown populated by the other groups (not subgroups). do not allow free text. require to be filled in. Must fill in before closing popup. - to clarify, ONLY required if other fields are filled in. if ALL blank, then no error message.",,,,,,updates to subgroup pop-up
35155008024618,2015-05-20,2015-06-09,2015-06-09,"the dropdown for ""this study arm is a subgroup of the following characteristic/outcome"" needs to be changed to ""Subgroup name"" and populated by the characteristics/rsults (iterations in text assignments, all characteristics/outcomes in tables if already extracted, & male, female in group popup). have dropdowns filled in, but don't require. prompt error message if free text written in - ""The subgroup name entered is not associated with a characteristic or result. Please double check the selections."" - not pre-populated",,,,,,updates to subgroup pop-up
35155008024623,2015-05-20,2015-06-09,2015-06-09,"table/graph/figure dropdown needs to be prepopulated by tables extracted (i.e. ""table 1""), but allow free text. if free text, prompt an error message ""This table/graph/figure selection is not associated with a collected table/graph/figure. Please review before finalizing."" - did not get error message",,,,,,updates to subgroup pop-up
36061599325718,2015-05-29,2015-06-01,2015-06-01,"“Subgroup Name” field within the group pop-up appears to be a drop-down, but when it is clicked on - no dropdown options appear and user cannot enter free-text. This is the one field that I said to allow free text. ",,,,,,updates to subgroup pop-up
36061599325720,2015-05-29,2015-06-01,2015-06-01,Need the ability to de-select or clear the selections that are made in both the “This is a subgroup of” field and the “Subgroup Name” field in case a subgroup is incorrectly captured and needs to be cleared from the arm.,,,,,,updates to subgroup pop-up
37318410103605,2015-06-10,2015-06-11,2015-06-11,"change ""subgroup?"" in group popup to ""Subgroup of:""",Soheb Rapati,,"Text,Table,Medium Priority,Group pop-up,Completed",,First Priority,
37181392462968,2015-06-09,2015-06-10,2015-06-10,"Subgroup popups - Rename ""Baseline Value"" to ""Characteristic"" and ""Outcome"" to ""Result""",Soheb Rapati,,"Text,Table,Completed,Group/Results tab",,First Priority,
30256797004854,2015-03-26,2015-06-10,2015-06-10,ranges in mean/median/avg/%/SD/SE fields,Soheb Rapati,,"Text,Completed,Highest Priority,Group/Results tab",See subtasks,First Priority,
30293024040784,2015-03-27,2015-03-30,2015-03-30,"allow mean/median/avg/%/(n/%)/SD/SE/unknown variance fields to allow a range for groups tagged ""total"" and ""pooled"" (gets low & high slot)",,,,,,ranges in mean/median/avg/%/SD/SE fields
30293024040786,2015-03-27,2015-03-31,2015-03-31,"add dropdown for Type of Groups - options: ""Total/Single/Pooled"" at top of Group pop-up (next to ""Additional Information"")",,,,,,ranges in mean/median/avg/%/SD/SE fields
30556879934526,2015-03-31,2015-06-09,2015-06-09,"""total"" option only appears in ""total population"" column. ""pooled"" does not; default to ""total"" but keep ""single"" option.",,,,,,ranges in mean/median/avg/%/SD/SE fields
30556879934528,2015-03-31,2015-06-10,2015-06-10,"rest of columns are defaulted to ""single"" but with both ""single"" and ""pooled"" options (need to default to ""single"" when adding new group)",,,,,,ranges in mean/median/avg/%/SD/SE fields
30556879934530,2015-03-31,2015-06-10,2015-06-10,"ranges should only be allowed when you select ""total"" or ""pooled"" - not for ""single""",,,,,,ranges in mean/median/avg/%/SD/SE fields
36075847815185,2015-05-29,2015-06-10,2015-06-10,"Add ""overlapping population"" popup to table & merge group popups",Jignesh Patel,,"Table,Completed,Highest Priority",doesn't show in table group popup or merge group group popups. only text. please add - needs to be on all three. ,First Priority,
36804901902186,2015-06-05,2015-06-11,2015-06-11,study phase doesn't display properly in Group Popup.,Soheb Rapati,,"Bugs,Text,Table,Group pop-up,Completed,Highest Priority,Elsevier ARDS","Username: augusta
Study ID: 722728

Summary: Treatment phase field in Group Popup doesn’t display correct text for Treatment phase after saving and reopening. Correct text can be selected, but once study is closed, text reverts to being incorrect.",First Priority,
36804149276942,2015-06-05,2015-06-09,2015-06-09,Miscellaneous popup in Group Treatment Info not functioning.,Soheb Rapati,,"Bugs,Text,Group pop-up,Completed,Highest Priority,Elsevier ARDS","Username: augusta
Study ID: 722728

When adding miscellaneous info, the first field name defaults to ‘Description’ regardless of what is in the ‘Name’ field (see pt 1). When saving, closing, reopening study and reopening the Miscellaneous popup, the popup now displays additional fields that were not entered by analyst (see pt 2). These can be edited to display the Miscellaneous info correctly on the Group Popup, but if saving and reopening the study, the Miscellaneous popup still displays incorrectly (see pt 3).",First Priority,
31989900810176,2015-04-17,2015-06-11,2015-06-11,"Need warning for any results that do not have a population in tables.  If the population is blank, they will get a warning:  ""Please confirm no populations were added for Group."" ",Sumit Patel,,"High Priority,Table,Group pop-up,Completed",,First Priority,
37181392463002,2015-06-09,,2015-06-09,"""OK"" or ""Cancel"" (only cancel button currently showing)",,,,,,"Need warning for any results that do not have a population in tables.  If the population is blank, they will get a warning:  ""Please confirm no populations were added for Group."" "
37181392463006,2015-06-09,,2015-06-09," OK - automatically adds ""NA"" to population field & closes group popup",,,,,,"Need warning for any results that do not have a population in tables.  If the population is blank, they will get a warning:  ""Please confirm no populations were added for Group."" "
37181392463004,2015-06-09,,2015-06-09, Cancel - keeps group popup open for analyst to add population ,,,,,,"Need warning for any results that do not have a population in tables.  If the population is blank, they will get a warning:  ""Please confirm no populations were added for Group."" "
38858167676701,2015-06-23,2015-06-24,2015-06-24,fraction getting unitlabel validation when shouldn't have units,Sumit Patel,,"Text,Completed",i'm getting a validation error that the iteration for fraction doesn't have units when it should not have units (the unit dropdown is hidden because it is not supposed to be used) ,First Priority,
30891468378732,2015-04-06,2015-06-25,2015-06-25,"Typo in data label for Unknown Variation, says ""Unknown Variaration""",Jignesh Patel,,"High Priority,Table,Completed","Username: Lauren
Ref ID: 378894 (all)

There is a typo in the data label for “Unknown Variation”. The dropdown currently reads “Unknown Variaration”.",First Priority,
39209930888474,2015-06-25,2015-07-22,2015-07-22,separate assignment for text QC (only those with ExtractQC status would be assigned),Soheb Rapati,2015-07-03,"Text,QC,Completed,Ready to push live/training","we do not want to overwrite data on the initial text assignment

ExtractAdmin can open/view QC assignments but do not have those users in the dropdown. 

if user has both statuses, then they have the ExtractQC access",First Priority,
40624882647513,2015-07-07,2015-07-08,2015-07-08,FQs are not filtered after being selected,Chetan Bhimewal,,"Medium Priority,QC,Completed","all FQs show on existing assignment page, even after selecting the FQ you want to see. 

i selected ""studies for digitization - client-selected, march 2015"" from the dropdown, but got both that and ""all references - NCCMH - CBT for psychosis"" - the page should only show what was selected from the dropdowns (""studies for digitization - client-selected, march 2015"")",First Priority,
39209930888476,2015-06-25,2015-07-22,2015-07-22,Tri-state toggle for each section on text assignment,Soheb Rapati,2015-07-03,"Text,QC,Completed,Ready to push live/training","can we use the flag as the toggle, just add a ""green"" option (only viewable in QC); keeps the notes the analysts are made. if QC wants to add another note, they just click on the + button

to mark:
QCed (green)
not QCed (black)
needs review (red)",First Priority,
38886607894943,2015-06-23,2015-06-25,2015-06-25,Pvalues and AM have been lost.,Jignesh Patel,,"Text,Completed,Highest Priority,Statistics (pvalues & AM),AHA/ACC Hypertension","Kbase 350003

Extractor slowed and when study is opened on another computer it appears the Pvalues and AM have been lost.",First Priority,
39058647695469,2015-06-24,2015-06-25,2015-06-25,pvalues deleted,Jignesh Patel,,"Text,Completed,Highest Priority,Statistics (pvalues & AM),AHA/ACC Hypertension","User: emily
ID: 335877

Issue: All pvalues deleted. I believe this happens most often when the first drop down in the pvalue pop up isn't selected for anything. ",First Priority,
36040237858804,2015-05-29,2015-06-11,2015-06-11,Using radio button to assign time points to all groups does not work for Total Population.,Sumit Patel,,"Bugs,High Priority,Text,Completed,NCCMH CBT for Psychosis","Username: augusta
Study ID: 402477

When creating a new iteration under a result, changing the time points for all arms doesn’t change the time point for the Total Population. Going directly into the result pop-up for the Total Population and changing the time point there works. This is an old study that is being updated to current extraction protocols—not sure if that may be affecting the issue.",First Priority,
36672962733914,2015-06-04,2015-06-11,2015-06-11,Allow study type to be changed in table QC and AR pending modes,Jignesh Patel,,"Table,Medium Priority,QC,Completed,Novartis COPD","User: luyao
Study ID: 257689, 343719

There is currently no way to change the study type in QC. When I send the study back into AR, the usual “Study Type” button (located at circled place in screenshot when extracting new studies) does not show up at all.",First Priority,
37866890622978,2015-06-16,2015-06-18,2015-06-18,assign selected as char/outcome doesn't work,Jignesh Patel,,"Table,Medium Priority","if only selecting part of the terms, but not all, can only change by selecting individually ",First Priority,
37470416816869,2015-06-11,2015-06-23,2015-06-23,Notes button/buttons at bottom of extraction form ,Jignesh Patel,,"Text,Table,Medium Priority,Completed","
",First Priority,
37508825271443,2015-06-11,2015-06-12,2015-06-12,"remove ""you can login...""",,,,,,Notes button/buttons at bottom of extraction form 
37508825271445,2015-06-11,2015-06-15,2015-06-15,"change colors - all start as blue. once you add a note, turn that to green. ",,,,,,Notes button/buttons at bottom of extraction form 
37508825271449,2015-06-11,2015-06-23,2015-06-23,add notes to tables,,,,,,Notes button/buttons at bottom of extraction form 
37508825271455,2015-06-11,2015-06-12,2015-06-12,"in the email, add a space between ""comment"" and the actual comment",,,,,,Notes button/buttons at bottom of extraction form 
36527194286423,2015-06-03,2015-06-09,2015-06-09,Duration Timepoint should only have 1 box (not a range) in table QC,Jignesh Patel,,"Table,QC,Completed,Highest Priority,Janssen Diabetes","User: luyao
Study ID: 597529
Location: Table QC, Table 3

Summary: After selecting “duration” timepoint type, I get two sets of value-unit boxes. The duration type is supposed to have only one set of fields. After saving the timepoint it displays exactly the same as a total timepoint on the table,
so I can’t tell if it is being saved correctly.",First Priority,
36364783965570,2015-06-02,2015-06-03,2015-06-03,import removes text/data after <= and <,Ajay,,"Bugs,Text,Natural History of HER2; Breast Cancer Database","Username: Tin
Study ID: 389627

cuts off anything following <= or <",First Priority,
36053465808777,2015-05-29,2015-06-03,2015-06-03,Data Import: HTML in units - causing issues with unit conversion,Chetan Bhimewal,,"Text,Table,Highest Priority",,First Priority,
36389502759727,2015-06-02,2015-06-05,2015-06-05,Allow table assignment to be sent back for missing tables without rejecting a table,Jignesh Patel,,"Table,Completed,PCSK-9/CETP inhibitor evidence hub","User: luyao
Study ID: 401749

Show ""# of tables"" button so QC can update and send back if analyst omits a study

Summary: The analyst of this study forgot to extract supplementary tables. After approving all tables that were extracted, I cannot send back the study to analyst because the system thinks all tables were approved. The only way to do it now is to reject one of the tables even though it’s not wrong, which means all work done on it would be lost.",First Priority,
33463934563779,2015-05-07,2015-06-09,2015-06-09,[Duplicate] Save & Finalize button on table QC & text assignments to update already imported studies,Ajay,,"Highest Priority,admin",Save & Finalize on table & text assignments would replace/update edits made to the study on the 2.0 front end,First Priority,
34056091083630,2015-05-13,2015-05-28,2015-05-28,characteristic tag on tables is showing as outcome in JSON,Ajay,,Highest Priority,"clearly shows ""race or ethnic group, white"" tagged as a characteristic in the table, but it's being sent over in the JSON as an outcome. need fixed ASAP. ",First Priority,
34211276835405,2015-05-14,2015-05-19,2015-05-19,convert FR assignments to text assignments,Ajay,,"Text,Highest Priority,Frequency Report","Client: Novartis
Package: Heart Failure - AE Background Incidence & Prevalence, Extraction Package
FQ: AE Background Incidence & Prevalence – Dementia

(if these two tasks 
https://app.asana.com/0/31569084342869/30321173066778 and
https://app.asana.com/0/31569084342869/30842789612808 
are completed, we should have to worry about this anymore)

",First Priority,
34197566702033,2015-05-14,2015-05-18,2015-05-18,[Duplicate] 2 options for import into DOC Data,Sumit Patel,,admin,,First Priority,
34197566702037,2015-05-14,,2015-05-14,"2) if study is already in DOC Data, on text extraction and table QC, if changes are made and ""save & Finalize"" is clicked, then give option to replace what's on DOC Data",,,,,,[Duplicate] 2 options for import into DOC Data
29979615049130,2015-03-24,2015-06-09,2015-06-09,The typing cursor jumps to other cells while typing a word in Tables.,Jignesh Patel,,"Bugs,Table","Username: Amanuel
Study ID: 778723
Location of Issue: Table Extraction - Table 2
Project: Elsevier Insect Repellent

Username: Avani Bedagkar

Summary: 
When I type in labeling mode, the cursor will move to different cells mid word. I have to re-select the previous cell multiple times to continue typing in the desired location. It takes several tries per word.  Included a screenshot of typing the word (Picture 1) and a screenshot of the letters jumping to the title row (Picture 2).  This occurs between outcomes too (text from 1 outcome will jump to a previous outcome).",First Priority,
30550082540117,2015-03-31,2015-05-13,2015-05-13,Parenthesis are being pulled into the Result data labeling mode,Amit,,"High Priority,Table,Elsevier Cystic Fibrosis","Username: Amanuel
Study ID: 82937
Location of Issue: Table Extraction - Table 1
Project: Elsevier CF

Summary: 
When I assign result data, the parenthesis surrounding the data values now get pulled through as well. This makes any data value with parenthesis a negative value with the current protocol. This issue began yesterday and takes a lot of time to fix.  Can we change it so it removes the parentheses at did, and have analysts input the parentheses for negative values in labeling mode?  It's easier to add parentheses to negative values than delete them.",First Priority,
30529221285949,2015-03-31,2015-05-12,2015-05-12,Device/Surgery Therapy fields are not showing with selected from Study Type,Soheb Rapati,,"Bugs,Text,Group pop-up,Completed,Highest Priority,Group/Results tab","username: emily
study id: 604324
Location: text extraction, group/results tab, group pop-up
Project: Elsevier COPD

Username: Brett
Study ID: 739716
Location: text extraction, group/results tab, group pop-up
Project: ARDS

When Therapy-->Device/Surgery is selected as the study type on the study level tab, the correct intervention fields should display in the group popup windows",First Priority,
30533923498266,2015-03-31,,2015-03-31,,,,,,,Device/Surgery Therapy fields are not showing with selected from Study Type
31648258626375,2015-04-14,2015-05-05,2015-05-05,"Template will not save, ""error during data inserting"" message potentially due to 39 study arms",Soheb Rapati,,"Bugs,Text,Completed,Highest Priority,Group/Results tab,PCSK-9/CETP inhibitor evidence hub","Username: Stephen
Study ID: 613474
Location of Issue: Text extraction - group/results
Project: Amgen PCSK9

Summary:
This bulky results section has 39 arms and many results/iterations which seems to be causing issues. After saving many times over several hours I had 2 result iterations (that I know of) disappear, as well as some AD text, and rater and objective information.
It has now gotten to the point where it is no longer saving any data.  Just says ""Error during data inserting.""",First Priority,
33003465452757,2015-05-01,2015-05-04,2015-05-04,Validation issue: >15 dosage error message displays but the data is not within the study.,Soheb Rapati,,"Completed,Natural History of HER2; Breast Cancer Database","Username: jaja
Study ID: 452905
Location of Issue: Table/Text Extraction - Group pop up
Project: Genentech NatHer

Summary:
A similar error happened previously https://app.asana.com/0/31569084342869/31845818122317 and was fixed but it came back, though this one is slightly different hence the new task. This error shows for 1 group only. Unable to correct this issue in the group pop-up as there is no >15 within the popup.  The data is not present on our end to fix.
",First Priority,
33003496238624,2015-05-01,2015-05-04,2015-05-04,Tech Issue: Trying to Parse selected cell but nothing happens,Jignesh Patel,,"Completed,BMS- Renal Cell Carcinoma","Username: emily
Study ID: 702403
Project: BMS RCC

Summary: 
Trying to change text to Total Raneg High but nothing happens when I click ""Parse selected cells"" when anything is input, even NR.  Only occurs in this one cell.",First Priority,
33332078426786,2015-05-06,2015-05-06,2015-05-06,"For Therapy - Device/Surgery the ""Misc"" fields not appear in treatment details portion of Group Pop-up.",Soheb Rapati,,Completed,"Username: augusta
Study ID: 739722 (and others)
Location of Issue: Text Extraction - Group Pop-up
Project: Elsevier - ARDS

Summary:
Misc field does not appear in treatment details portion of Group Pop-up. Study Type selected is Therapy - Device/Surgery.  Considering this just started occuring, this may be related to the fix yesterday for https://app.asana.com/0/31569084342869/30529221285949 ",First Priority,
33713184171182,2015-05-11,2015-05-13,2015-05-13,Table 2 not opening in table QC mode,Jignesh Patel,,"Completed,Elsevier COPD","Username: akira
Study ID: 629774
Table 2

When I click on the ""Show"" button for Table 2, it freezes on the ""loading"" status.",First Priority,
34230525746898,2015-05-14,2015-05-15,2015-05-15,Validation Issue: Total Range label causes error when there are no other values in cell,Ajay,,NCCMH CBT for Psychosis,"User: luyao
Study ID: 562538, Table 1
Project: NCCMH CBT for Psychosis

When a cell has only a pair of total range values, it is flagged as a validation error. This error doesn’t occur if the cell has another value in it (for example median).",First Priority,
32525212236560,2015-04-25,2015-05-20,2015-05-20,"AMs and pvalue columns from tables should not go into merge groups pages - add ""Stats"" tag",Karin,,"Table,Completed","can we add a tag on tables so that they don't come in? (select entire column, select entire row, and select individual cells). the pvalue & AM columns don't come in on merge groups for text; they should not come in for tables",First Priority,
39097676413518,2015-06-24,2015-07-07,2015-07-07,Allow ExtractQC and ExtractAdmin to edit & delete notes; DataExtractor users cannot edit/delete,Soheb Rapati,2015-07-03,"Text,Table,Medium Priority,Completed","On the training site, yesterday: 
user: Tin (Extract only permissions) and left a note in Ref ID 417336. The edit/delete buttons didn't show up because he doesn't have the permissions. [GOOD]
 
user: Lauren (QC/Admin permissions) replied to the note in ID 417336 (assigned to Tin). Did not get edit/delete buttons. (BAD - she's logged into her acct with correct permissions - she should have edit/delete functionality). 
 
On training site today: 
user: Lauren  (QC/Admin permissions) left note in ID 389471, which had edit/delete options [GOOD]
 
user: Lauren (QC/Admin permissions) opened  Tin’s study (Ref ID 417336) through own account, I have edit/delete buttons on all comments, even ones that I did not leave [BAD - she should only have edit/delete options on her OWN notes].",First Priority,
39209930888484,2015-06-25,2015-07-08,2015-07-08,use the Notes button/popup to show all the notes within the flags across the text assignment (summary view).,Soheb Rapati,2015-07-03,"Text,Table,Medium Priority,QC,Completed","keep running list in the notes section (keep emails/other notes entered within the Notes popup separate and timestamped)

bulletpoint list. 
is not timestamped 
first dropdown - bold & underlined
second dropdown - italics
textbox is normal text

show in text & table QC as well",First Priority,
37142993418432,2015-06-09,,2015-06-11,UI/Import Issues:,,,,,First Priority,
36512646514317,2015-06-03,2015-06-15,2015-06-15,Pop-up asking to import is not appearing for several studies (studies are already in DOC Data),Amit,,"Bugs,Highest Priority,admin,Natural History of HER2; Breast Cancer Database","Popup appearing, but not being added to queue - examples: 385115, 379194, 778722, 609477, 609445
",First Priority,
37593492179948,2015-06-12,2015-06-15,2015-06-15,missing data from text assignments after reimport,Ajay,,Highest Priority,"
547488, 566095

",First Priority,
30380955459132,2015-03-29,2015-06-16,2015-06-16,date field showing incorrectly on UI,Ajay,,"Text,Study Level tab,Highest Priority",,First Priority,
38388861366481,2015-06-18,2015-06-24,2015-06-24,add SE field (continuous data value) to AM popup,Jignesh Patel,,"Text,Completed,Highest Priority,Statistics (pvalues & AM)",,First Priority,
40726838407548,2015-07-08,2015-07-09,2015-07-09,Transfer FR Assignment to Text,Ajay,2015-07-09,"Text,Highest Priority,Novartis Heart Failure","transfer 640469 from an FR assignment to text

package: ""Novartis Heart Failure, Term Index""

FQ: “Heart Failure – RCT Treatment Studies”",First Priority,
39762509757498,2015-06-30,2015-07-09,2015-07-09,Validation Issue: Falsely reporting about non-unique table names,Amit,,,"Username: Michael F
Study ID: 402638
Location of Issue: Table Validation
Project: NCCMH CBT for Psychosis

There is a report for each table stating that the Study contains the same Table Name multiple times. Each table does have a unique Table Name.",First Priority,
38086131119173,2015-06-16,2015-07-07,2015-07-07,study phase not displaying correctly,Ajay,,"High Priority,Text,Group pop-up,Natural History of HER2; Breast Cancer Database",ref ID: 390266,First Priority,
38388861366534,2015-06-18,2015-06-25,2015-06-25,#845 updated translation function for MOA popup,Ajay,,"Text,Completed,Highest Priority","github task: https://github.com/DoctorEvidence/DocData/issues/845

needed for project due July 6",First Priority,
37470416816879,2015-06-11,2015-06-25,2015-06-25,add blank mean field when sending over any range or variance by itself,Ajay,,"High Priority,Text,Table,NCCMH CBT for Psychosis","ID 342607 
ID 562552 ",First Priority,
32342626773183,2015-04-23,2015-06-26,2015-06-26,add staging website,Ajay,,,"this is for extraction new features/bugs/changes, not to do with imports",First Priority,
43270770246416,2015-07-30,2015-07-30,2015-07-30,Exclusion not importing completely when '<' symbol is present,Ajay,,"Bugs,High Priority,Text","Username: augusta,
Study ID: 601977

Exclusion is not importing completely when ‘<’ is present in the extraction template. Only ‘MMST’ is pulled into the Binding Tool/Study Summary, but the criteria was extracted as ‘MMST < 9’.",First Priority,
45540053954888,2015-08-13,2015-08-14,2015-08-14,Text assignment merge groups edits not working,Ajay,,"Bugs,Text,Highest Priority","Please look at the JSON to make sure the data is being sent over correctly. 

Ref ID 628972

https://github.com/DoctorEvidence/DocData/issues/1038

Group name edits for text data from the merge groups page are not displayed with the edited value. The changes in group names in tables are reflected on Doc Data but not the groups on the text form.

",First Priority,
41247010854032,2015-07-13,,2015-08-17,Single login & home page for all users - internal and external,Ajay,,"Highest Priority,admin","as requested by Bob. 
Github link: https://github.com/DoctorEvidence/DocData/issues/931 
https://github.com/DoctorEvidence/DRE-General/issues/15 

with links to take you to the following platforms if you have access to them: 

Extract (including live, training & staging, admin)
Data (including production, staging, testing)
DOC Create
DOC Label
DOC Library
LMS
1.0 DOC Data
1.0 backend extraction
GROWTH

1.0 Admin (master creation pages)
GRADE
Elsevier webform
Error report pages (production, staging)
import page
",First Priority,
41261180740403,2015-07-13,,2015-07-13,home page:,,,,,,Single login & home page for all users - internal and external
41261180740415,2015-07-13,,2015-07-13,ability to access all logins that user has access to,,,,,,Single login & home page for all users - internal and external
41261180740417,2015-07-13,,2015-07-13,keep home icon on subsequent environments so user can always go back to that home page and go into a different environment (or a dropdown list of environments from the home icon?),,,,,,Single login & home page for all users - internal and external
41261180740419,2015-07-13,,2015-07-13,internal only - dropdown for users to register meetings (need for time documentation),,,,,,Single login & home page for all users - internal and external
41261180740405,2015-07-13,,2015-07-13,admin page (super admin users only):,,,,,,Single login & home page for all users - internal and external
41261180740411,2015-07-13,,2015-07-13,"users/roles/environments settings - which users get access to which environments/links and what role within those (should be a couple universal internal roles - full access to all environments, default settings for analysts, etc.)",,,,,,Single login & home page for all users - internal and external
41261180740409,2015-07-13,,2015-07-13,add meetings to an internal user dropdown so users can document time spent ,,,,,,Single login & home page for all users - internal and external
41261180740413,2015-07-13,,2015-07-13,"reporting & metrics export (right now, need data dump, but eventually this would be real-time updated webpage version) - see below)",,,,,,Single login & home page for all users - internal and external
41261180740421,2015-07-13,,2015-07-13,Metrics/Reporting:,,,,,,Single login & home page for all users - internal and external
41261180740423,2015-07-13,,2015-07-13,"time/date stamp of sign in, which items on which pages were touched/changed, time/date stamp of signout",,,,,,Single login & home page for all users - internal and external
41261180740425,2015-07-13,,2015-07-13,client/project/FQ,,,,,,Single login & home page for all users - internal and external
44441441155383,2015-08-05,2015-08-10,2015-08-10,"Add ""meters"" to interations unit dropdown",Sumit Patel,,"Text,Table,Highest Priority",,First Priority,
43456509788522,2015-07-31,2015-08-10,2015-08-10,characteristic tag on age & gender fields,Stewart,,"High Priority,Text","please confirm that the group age & gender fields are being tagged as ""characteristics"" not ""study level"" or ""group level""",First Priority,
44597546934628,2015-08-06,2015-08-07,2015-08-07,Age fields imported with field types,Stewart,,"Text,Table,Medium Priority,Group pop-up","the field types (mean/SD, range, etc.) are being imported with ""age"" when age is collected in the group tab. do NOT send this over in the import in the name - it should be sent over as at the field type - just like all the results.",First Priority,
42508837422434,2015-07-23,2015-07-24,2015-07-24,Inclusion data is not being sent over,Ajay,,"Bugs,Text,Study Level tab,Highest Priority,IBM/Watson","Study ID: 226820

inclusion criteria not in the JSON

",First Priority,
42142967804536,2015-07-21,2015-07-28,2015-07-28,"when multiple locations added to an iteration, it duplicates the pos/neg item and crashes the import",Ajay,,"Bugs,Text,Completed,Group/Results tab",,First Priority,
41077267089476,2015-07-10,2015-07-23,2015-07-23,direct import not working,Ajay,,"Bugs,Text","all of these study IDs were imported last night, but when analyst went to reimport directly from the extraction form, the form did not prompt an import. (we reimported again manually through Stew's page). 

718035
335877
346345
730492
725199
730961
730762
724576
730374
730897
730687
354153


",First Priority,
45196615771714,2015-08-11,2015-08-12,2015-08-12,inclusion/exclusion criteria not separated,Ajay,,"Bugs,Text","Reported by: augusta
Study ID: 601979
Dataset: Alzheimer's Disease

not sure if this is specific to this study or in multiple studies

From Stew: ""In this particular case (""Observed to have sleep problemsObserved to have agitation problems...""), that is how it's being sent over from Extract. So it looks like the problem is actually on their end. (I'd guess they have a bug in their code that parses the HTML bulleted list out into an array.)""",First Priority,
42501611049473,2015-07-23,,2015-07-23,"from DOC Data, link to QC text assignment, if QC assignment has been made (whether assigned, in progress, or finalized)",Soheb Rapati,,"High Priority,Text,admin",,First Priority,
34056091083617,2015-05-13,,2015-07-08,Allow editable access to table & text assignments through DOC Data with ExtractAdmin access ONLY,Chetan Bhimewal,,"High Priority,admin",ExtractQC and DataExtractor access only have read-only access on front end,First Priority,
32493863669889,2015-04-24,,2015-08-06,add read-only link for tables & FR to DOC Data study summaries,Jignesh Patel,,High Priority,,First Priority,
33618422697158,2015-05-10,2015-08-07,2015-08-07,"Display ""text"" data field type in table assignments on front end",Stewart,,"Table,Low Priority,Statistics (pvalues & AM)",,First Priority,
39235559402031,2015-06-25,,2015-06-25,New table format:,,,,,First Priority,
38721417945278,2015-06-22,,2015-06-25,table updates for new interface,Amit,,"High Priority,Table,to discuss","Will need to apply all of this to the table interface.

Should discuss efficiency... perhaps we can use shortcut keys to open these fields and mass-apply to all outcomes (usually they will be applied to a bunch of terms, half the terms, or all the terms in the table)

we should also discuss the field type options and if we should use the text format or something different from the current huge dropdown",First Priority,
39063696392567,2015-06-24,,2015-06-24,1- categories,,,,,,table updates for new interface
39063696392570,2015-06-24,,2015-06-24,2- MOA popup,,,,,,table updates for new interface
39063696392572,2015-06-24,,2015-06-24,3- rater,,,,,,table updates for new interface
39063696392574,2015-06-24,,2015-06-24,4- subgroups,,,,,,table updates for new interface
39063696392578,2015-06-24,,2015-06-24,5- timepoints,,,,,,table updates for new interface
39063696392580,2015-06-24,,2015-06-24,6- pos/neg,,,,,,table updates for new interface
39063696392582,2015-06-24,,2015-06-24,7- unitlabels,,,,,,table updates for new interface
39063696392588,2015-06-24,,2015-06-24,"8- inequality, #, and unit selection in qualifier popup",,,,,,table updates for new interface
39063696392592,2015-06-24,,2015-06-24,"9- ""type"" of field type (rename to ""ValueType"")",,,,,,table updates for new interface
39063696392584,2015-06-24,,2015-06-24,10- use the footnote linking to display in same AD or QN field as the text assignment,,,,,,table updates for new interface
39063696392598,2015-06-24,,2015-06-24,"stats - association measures, statistical tests, & pvalues - need to add linking and directionality, similar to text assignments ",,,,,,table updates for new interface
41028366095820,2015-07-10,,2015-07-22,"default population to ""Participants"" and have radio button clicked ON",Amit,,"Group pop-up,New table",,First Priority,
37866890622927,2015-06-16,2015-06-18,2015-06-18,table QC doesn't ask for import,Sumit Patel,,"Table,Medium Priority,Completed",,First Priority,
36603347258134,2015-06-04,2015-06-09,2015-06-09,"Add ""Protocol-Based Fields"" section ""Name"" and ""Description"" textboxes to study level tab",Soheb Rapati,,"Text,Study Level tab,Completed,Highest Priority","below funding/above setting
+ button, giving the ability to add multiple
same name/description textbox as miscellaneous field in group popup

put inclusion, exclusion, qualitative note, and early study termination on separate lines",First Priority,
36603347258117,2015-06-03,2015-06-04,2015-06-04,"Add ""Brand"" to Therapy - Drug & Therapy - Device/Surgery study types",Soheb Rapati,,"Text,Table,Group pop-up,Completed,Highest Priority",please add to group popup for both table & text & merge group assignments,First Priority,
33735162192059,2015-05-11,2015-06-04,2015-06-04,"when sending over standard deviation that was captured by itself, include blank ""mean"" field",Ajay,,"Text,Table,Elsevier Diabetes","user: emily
ID: 26227
location: Table 2

Include a blank mean field with SD in JSON so it is accepted.
",First Priority,
36603347258143,2015-06-04,2015-06-05,2015-06-05,add unitlabel dropdown in tables when only SD or SE is selected,Jignesh Patel,,"Table,Completed,Highest Priority",,First Priority,
36708896906130,2015-06-04,2015-06-09,2015-06-09,Additions to dropdowns in the dosage section,Soheb Rapati,,"Text,Table,Completed,Highest Priority,Natural History of HER2; Breast Cancer Database",,First Priority,
36718259574113,2015-06-04,,2015-06-04,Dosage Type:,,,,,,Additions to dropdowns in the dosage section
36718259574115,2015-06-04,2015-06-09,2015-06-09,Loading Dose,,,,,,Additions to dropdowns in the dosage section
36718259574117,2015-06-04,2015-06-09,2015-06-09,Maintenance Dose,,,,,,Additions to dropdowns in the dosage section
